attack_type,threat_level,instruction_preview,output_preview
DDoS,CRITICAL,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: trung bình (...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: CRITICAL
Phân loại: Distributed Denial of Service (DDoS)

**Nhận định:**
Flow thể hiện đặc trưng của tấn công DDoS: lưu lượng cực cao, tốc độ gói tin bất thường..."
DDoS,CRITICAL,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: trung bình (...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: CRITICAL
Phân loại: Distributed Denial of Service (DDoS)

**Nhận định:**
Flow thể hiện đặc trưng của tấn công DDoS: lưu lượng cực cao, tốc độ gói tin bất thường..."
DDoS,CRITICAL,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời g...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: CRITICAL
Phân loại: Distributed Denial of Service (DDoS)

**Nhận định:**
Flow thể hiện đặc trưng của tấn công DDoS: lưu lượng cực cao, tốc độ gói tin bất thường..."
DDoS,CRITICAL,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: ngắn (168.1m...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: CRITICAL
Phân loại: Distributed Denial of Service (DDoS)

**Nhận định:**
Flow thể hiện đặc trưng của tấn công DDoS: lưu lượng cực cao, tốc độ gói tin bất thường..."
DoS,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: tức thì (<1m...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thờ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: dài (1.6 phú...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thờ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: dài (1.7 phú...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời g...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thờ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thờ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: d...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: d...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thờ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời g...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: d...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời g...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thờ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: d...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: ngắn (11.0ms...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: n...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời g...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: dài (1.4 phú...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: t...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: dài (1.7 phú...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời g...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời g...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: d...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: n...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thờ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: d...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thờ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời g...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: d...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: d...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: t...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời g...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: dài (1.7 phú...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thờ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời g...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: d...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: t...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thờ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời g...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: d...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời g...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: dài (1.6 phú...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: d...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thờ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thờ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: d...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: t...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thờ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: d...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: dài (1.6 phú...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: d...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: dài (1.2 phú...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thờ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: n...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: dài (1.4 phú...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: dài (1.6 phú...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thời gian flow: d...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
DoS,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 80 (HTTP) | Thờ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Denial of Service (DoS) — Single Source

**Nhận định:**
Flow từ một nguồn duy nhất với các đặc trưng DoS: khai thác lỗ hổng giao thức (slowloris..."
PortScan,MEDIUM,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 34573 (custom) | T...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 1352 (custom) |...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
PortScan,MEDIUM,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 12174 (custom) | T...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: MEDIUM
Phân loại: Reconnaissance — Port Scanning

**Nhận định:**
Hoạt động quét cổng từ một IP nguồn: kẻ tấn công đang thu thập thông tin về hạ tầng mạng, xác đ..."
